channel,clockSkewed,defaultBrowser,dnt,hasFlash,locale,received,score,searchEngine,series,silverlight,version,usingNonIncludedSearchEngine
aurora,0,1,1,1,en-us,2015-12-02 22:13:26,5,ddg,44,0,44.0a2,0
nightly,0,1,0,1,en-us,2015-12-02 22:15:24,4,google,45,1,45.0a1,0
beta,0,1,1,1,en-us,2015-12-02 22:26:54,5,google,43,1,43.0,0
release,0,1,0,1,en-us,2015-12-02 22:41:59,1,other,42,0,42.0,1
aurora,0,1,1,1,en-gb,2015-12-02 22:49:54,2,google,44,0,44.0a2,0
beta,0,1,0,1,en-us,2015-12-02 22:54:37,5,google,43,0,43.0,0
beta,0,0,0,0,en-us,2015-12-02 23:09:39,4,google,43,0,43.0,0
aurora,0,1,0,1,en-us,2015-12-02 23:15:06,5,ddg,44,0,44.0a2,0
release,0,0,0,0,en-us,2015-12-02 23:27:02,4,google,42,1,42.0,0
aurora,0,0,0,0,en-us,2015-12-02 23:27:17,5,google,44,0,44.0a2,0
release,0,1,1,1,en-us,2015-12-02 23:29:32,2,google,42,1,42.0,0
beta,0,1,0,1,en-us,2015-12-02 23:47:56,3,google,43,1,43.0,0
aurora,0,0,0,0,en-gb,2015-12-02 23:54:55,5,ddg,44,0,44.0a2,0
aurora,0,0,0,1,en-us,2015-12-02 23:59:57,4,google,44,1,44.0a2,0
release,0,1,1,1,en-us,2015-12-03 00:03:34,5,google,42,0,42.0,0
aurora,0,1,0,1,en-us,2015-12-03 00:19:41,5,other,44,0,44.0a2,1
nightly,0,1,0,1,en-us,2015-12-03 00:25:46,5,google,45,0,45.0a1,0
beta,0,1,0,1,en-us,2015-12-03 00:29:10,5,google,43,1,43.0,0
release,0,1,0,1,en-us,2015-12-03 00:53:08,2,other,42,1,42.0,1
aurora,0,0,0,1,en-us,2015-12-03 01:05:24,5,ddg,44,0,44.0a2,0
release,0,0,0,0,en-us,2015-12-03 01:06:54,5,google,42,0,42.0,0
aurora,0,1,0,1,en-us,2015-12-03 01:07:01,5,google,44,0,44.0a2,0
aurora,0,1,0,1,en-us,2015-12-03 01:08:58,3,google,43,0,43.0a2,0
nightly,0,0,0,1,en-us,2015-12-03 01:17:59,5,google,45,0,45.0a1,0
beta,0,1,0,1,en-us,2015-12-03 01:25:30,5,google,43,1,43.0,0
aurora,0,1,0,1,en-us,2015-12-03 01:33:58,5,google,44,0,44.0a2,0
aurora,0,0,0,0,en-us,2015-12-03 01:38:44,4,other,43,0,43.0a2,1
aurora,0,1,0,1,en-us,2015-12-03 01:44:39,5,google,44,0,44.0a2,0
aurora,0,1,1,1,en-us,2015-12-03 01:59:02,5,google,44,1,44.0a2,0
beta,0,1,0,1,en-us,2015-12-03 01:59:42,5,other,43,0,43.0,1
beta,0,0,0,1,en-us,2015-12-03 03:33:06,1,google,40,1,40.0,0
beta,0,1,0,0,en-us,2015-12-03 02:14:46,5,other,43,0,43.0,1
beta,0,1,0,1,en-us,2015-12-03 02:18:12,5,google,43,0,43.0,0
aurora,0,0,0,1,en-us,2015-12-03 02:27:35,4,google,44,0,44.0a2,0
aurora,0,1,0,0,en-us,2015-12-03 02:29:23,5,google,44,0,44.0a2,0
aurora,0,1,0,1,en-us,2015-12-03 02:39:23,5,google,44,1,44.0a2,0
beta,0,1,0,1,en-us,2015-12-03 02:45:32,5,google,41,1,41.0,0
aurora,0,1,0,1,en-us,2015-12-03 02:53:50,2,google,44,0,44.0a2,0
beta,0,0,0,1,en-us,2015-12-03 02:56:44,5,google,43,0,43.0,0
aurora,0,1,1,1,en-us,2015-12-03 03:13:54,5,google,44,1,44.0a2,0
beta,0,0,0,1,en-us,2015-12-03 03:16:15,5,google,43,1,43.0,0
release,0,0,0,1,en-us,2015-12-03 03:36:48,4,other,42,0,42.0,1
release,0,1,1,1,en-us,2015-12-03 03:39:10,5,google,42,0,42.0,0
beta,0,1,0,1,en-us,2015-12-03 04:07:32,3,google,43,0,43.0,0
nightly,0,1,0,1,en-us,2015-12-03 04:09:22,4,google,45,0,45.0a1,0
beta,0,0,0,1,en-us,2015-12-03 04:19:04,5,other,43,1,43.0,1
release,0,1,0,1,en-us,2015-12-03 04:21:23,5,other,42,0,42.0,1
beta,0,1,0,1,en-us,2015-12-03 04:35:52,5,yahoo,42,0,42.0,0
release,0,1,0,1,en-us,2015-12-03 04:49:10,5,yahoo,42,0,42.0,0
release,0,1,0,1,en-us,2015-12-03 04:54:49,5,google,42,0,42.0,0
aurora,0,1,0,0,en-us,2015-12-03 04:59:28,5,google,44,0,44.0a2,0
beta,0,0,0,1,en-us,2015-12-03 05:13:51,5,google,41,1,41.0,0
nightly,0,1,0,1,en-us,2015-12-03 05:13:31,5,google,45,0,45.0a1,0
beta,0,1,0,1,en-us,2015-12-03 05:19:08,4,google,43,0,43.0,0
aurora,0,1,0,1,en-gb,2015-12-03 05:48:37,3,ddg,44,0,44.0a2,0
release,0,0,1,1,en-us,2015-12-03 05:54:11,4,other,42,0,42.0,1
aurora,0,1,0,1,en-us,2015-12-03 05:55:26,4,google,44,0,44.0a2,0
beta,0,0,1,1,en-us,2015-12-03 05:58:06,5,google,43,1,43.0,0
beta,0,0,0,0,en-us,2015-12-03 06:04:18,5,google,43,0,43.0,0
beta,0,1,0,1,en-us,2015-12-03 06:09:35,3,other,43,0,43.0,1
aurora,0,1,1,1,en-us,2015-12-03 06:25:00,5,google,44,1,44.0a2,0
beta,0,0,0,1,en-us,2015-12-03 06:32:37,5,google,43,0,43.0,0
beta,0,1,0,1,en-us,2015-12-03 06:48:28,1,other,43,0,43.0,1
beta,0,1,0,1,en-us,2015-12-03 06:54:15,1,other,41,1,41.0,1
aurora,0,0,0,0,en-us,2015-12-03 06:57:36,5,google,44,1,44.0a2,0
release,0,1,0,1,en-us,2015-12-03 07:07:46,5,google,42,0,42.0,0
release,0,1,0,1,en-us,2015-12-03 07:13:49,5,yahoo,42,1,42.0,0
aurora,0,0,0,1,en-us,2015-12-03 07:14:11,4,google,44,1,44.0a2,0
nightly,0,1,0,0,en-us,2015-12-03 07:21:43,5,google,45,0,45.0a1,0
release,0,1,1,1,en-us,2015-12-03 07:21:18,5,other,42,1,42.0,1
beta,0,0,0,1,en-us,2015-12-03 08:00:37,5,google,43,0,43.0,0
aurora,0,0,1,1,en-us,2015-12-03 08:02:18,5,google,44,1,44.0a2,0
release,0,0,0,1,en-us,2015-12-03 08:09:15,4,google,42,0,42.0,0
beta,0,1,1,0,en-us,2015-12-03 08:20:33,5,google,43,1,43.0,0
beta,0,1,0,1,en-us,2015-12-03 08:21:16,5,google,43,0,43.0,0
aurora,0,1,0,0,en-us,2015-12-03 08:28:03,4,google,44,1,44.0a2,0
aurora,0,1,0,1,en-us,2015-12-03 09:10:40,4,google,44,1,44.0a2,0
aurora,0,0,0,1,en-us,2015-12-03 09:16:22,5,google,44,1,44.0a2,0
beta,0,1,0,0,en-us,2015-12-03 09:19:57,3,other,43,1,43.0,1
release,0,1,0,1,en-us,2015-12-03 09:22:04,2,google,42,1,42.0,0
release,0,0,0,1,en-us,2015-12-03 09:38:33,5,google,42,1,42.0,0
nightly,0,1,1,0,en-us,2015-12-03 09:55:58,5,google,45,1,45.0a1,0
aurora,0,1,0,1,en-us,2015-12-03 10:00:48,5,google,44,0,44.0a2,0
aurora,0,1,0,1,en-us,2015-12-03 10:17:20,5,google,44,0,44.0a2,0
aurora,0,1,0,1,en-us,2015-12-03 10:20:39,5,google,44,1,44.0a2,0
beta,0,1,0,1,en-us,2015-12-03 10:32:40,5,google,43,0,43.0,0
release,0,1,0,1,en-us,2015-12-03 10:37:19,5,google,42,1,42.0,0
release,0,1,0,1,en-us,2015-12-03 10:39:59,5,google,42,1,42.0,0
release,0,0,0,1,en-us,2015-12-03 11:02:55,5,google,42,0,42.0,0
aurora,0,1,1,1,en-us,2015-12-03 11:21:18,5,google,44,1,44.0a2,0
release,0,1,0,1,en-gb,2015-12-03 11:26:38,5,google,42,1,42.0,0
beta,0,1,0,1,en-us,2015-12-03 11:41:29,5,google,42,0,42.0,0
release,0,1,0,1,en-us,2015-12-03 12:04:29,5,google,42,1,42.0,0
release,0,1,1,1,en-us,2015-12-03 12:13:32,5,google,42,1,42.0,0
nightly,0,1,0,0,en-us,2015-12-03 12:21:43,5,google,45,0,45.0a1,0
release,0,0,0,1,en-us,2015-12-03 13:06:53,3,yahoo,42,1,42.0,0
beta,0,1,0,1,en-us,2015-12-03 13:10:21,4,google,43,1,43.0,0
aurora,0,1,0,1,en-us,2015-12-03 13:15:16,4,other,44,0,44.0a2,1
beta,0,1,0,1,en-us,2015-12-03 13:31:58,1,google,43,0,43.0,0
beta,0,1,0,1,en-us,2015-12-03 13:54:59,4,other,43,0,43.0,1
release,0,1,0,1,en-us,2015-12-03 13:57:37,5,google,42,0,42.0,0
beta,0,1,1,1,en-us,2015-12-03 14:00:56,5,google,41,0,41.0,0
beta,0,1,0,1,en-us,2015-12-03 14:18:30,5,yahoo,43,0,43.0,0
release,0,0,0,1,en-us,2015-12-03 14:37:24,2,google,42,0,42.0,0
beta,0,1,1,1,en-us,2015-12-03 15:16:21,5,bing,43,1,43.0,0
aurora,0,0,1,1,en-us,2015-12-03 15:27:39,3,google,44,1,44.0a2,0
release,0,0,0,1,en-us,2015-12-03 15:28:04,5,yahoo,42,1,42.0,0
release,0,1,0,1,en-us,2015-12-03 15:37:17,5,yahoo,42,1,42.0,0
nightly,0,1,0,1,en-us,2015-12-03 15:52:52,5,google,45,1,45.0a1,0
nightly,0,0,0,1,en-us,2015-12-03 16:14:02,4,google,45,0,45.0a1,0
release,0,1,1,1,en-us,2015-12-03 16:20:48,5,google,42,1,42.0,0
aurora,0,1,0,0,en-us,2015-12-03 17:04:37,4,google,44,0,44.0a2,0
beta,0,1,0,1,en-us,2015-12-03 17:05:31,5,google,43,1,43.0,0
beta,0,1,0,1,en-us,2015-12-03 17:19:55,1,google,43,0,43.0,0
release,0,1,1,1,en-us,2015-12-03 17:24:56,5,google,42,1,42.0,0
aurora,0,1,0,1,en-us,2015-12-03 17:27:06,5,google,44,1,44.0a2,0
release,0,0,0,1,en-us,2015-12-03 17:29:57,5,google,42,1,42.0,0
aurora,0,0,0,1,en-us,2015-12-03 17:41:08,5,google,44,0,44.0a2,0
release,0,1,0,1,en-us,2015-12-03 17:44:56,3,other,42,1,42.0,1
aurora,0,1,0,1,en-us,2015-12-03 17:52:16,5,google,44,1,44.0a2,0
aurora,0,0,1,0,en-us,2015-12-03 17:59:09,5,google,44,0,44.0a2,0
aurora,0,1,1,0,en-gb,2015-12-03 18:04:16,5,ddg,44,0,44.0a2,0
beta,0,1,1,1,en-us,2015-12-03 18:06:28,5,google,43,0,43.0,0
beta,0,0,0,1,en-us,2015-12-03 18:12:09,4,google,43,0,43.0,0
release,0,1,1,1,en-us,2015-12-03 18:12:10,4,google,42,0,42.0,0
aurora,0,1,0,1,en-us,2015-12-03 18:12:58,5,google,44,1,44.0a2,0
beta,0,1,0,1,en-us,2015-12-03 18:15:51,5,google,43,0,43.0,0
aurora,0,1,0,0,en-us,2015-12-03 18:24:16,5,google,44,1,44.0a2,0
beta,0,1,0,1,en-us,2015-12-03 18:30:03,1,google,43,0,43.0,0
release,0,1,1,1,en-us,2015-12-03 18:57:12,4,other,42,1,42.0,1
aurora,0,0,0,1,en-us,2015-12-03 19:14:54,5,google,44,1,44.0a2,0
beta,0,1,0,1,en-us,2015-12-03 19:18:01,1,other,43,1,43.0,1
beta,0,1,0,1,en-us,2015-12-03 19:23:06,4,other,43,0,43.0,1
beta,0,0,0,0,en-us,2015-12-03 19:55:14,1,other,43,0,43.0,1
release,0,1,0,1,en-us,2015-12-03 19:59:50,5,yahoo,42,0,42.0,0
beta,0,1,0,1,en-us,2015-12-03 20:03:07,5,google,43,0,43.0,0
beta,0,1,0,1,en-us,2015-12-03 20:14:43,4,google,43,1,43.0,0
release,0,0,0,0,en-us,2015-12-03 21:09:03,5,google,42,0,42.0,0
beta,0,1,0,0,en-us,2015-12-03 21:33:57,5,other,43,0,43.0,1
beta,0,1,1,1,en-us,2015-12-03 21:41:48,5,google,43,1,43.0,0
beta,0,0,0,1,en-us,2015-12-03 21:42:34,4,google,43,0,43.0,0
beta,0,1,0,1,en-us,2015-12-03 21:53:37,5,other,43,0,43.0,1
aurora,0,0,0,0,en-us,2015-12-03 21:54:06,4,ddg,44,0,44.0a2,0
beta,0,0,0,1,en-us,2015-12-03 22:06:06,1,google,43,0,43.0,0
beta,0,0,0,1,en-us,2015-12-03 22:06:06,5,other,43,1,43.0,1
aurora,0,0,0,0,en-us,2015-12-03 22:11:11,5,google,44,0,44.0a2,0
beta,0,1,0,1,en-us,2015-12-03 22:13:42,5,google,43,0,43.0,0
beta,0,1,0,1,en-us,2015-12-03 22:15:40,1,google,43,1,43.0,0
beta,0,0,0,1,en-us,2015-12-03 22:40:12,5,google,43,1,43.0,0
nightly,0,1,1,1,en-us,2015-12-03 23:02:00,5,google,45,0,45.0a1,0
beta,0,1,0,1,en-us,2015-12-03 23:06:21,1,google,43,0,43.0,0
beta,0,1,0,1,en-us,2015-12-03 23:20:45,1,google,43,0,43.0,0
beta,0,0,0,1,en-us,2015-12-03 23:24:40,1,google,43,0,43.0,0
aurora,0,1,0,1,en-us,2015-12-03 23:45:56,4,google,44,1,44.0a2,0
beta,0,1,0,1,en-us,2015-12-03 23:51:08,3,google,43,0,43.0,0
release,0,0,0,1,en-us,2015-12-03 23:58:50,4,google,42,1,42.0,0
beta,0,1,0,1,en-us,2015-12-04 00:01:14,5,google,43,0,43.0,0
beta,0,1,0,1,en-us,2015-12-04 00:07:45,5,google,41,0,41.0,0
aurora,0,0,0,1,en-us,2015-12-04 00:07:36,5,google,44,0,44.0a2,0
beta,0,1,0,1,en-us,2015-12-04 00:19:01,4,google,43,0,43.0,0
aurora,0,0,0,1,en-us,2015-12-04 00:24:50,4,google,44,0,44.0a2,0
release,0,1,1,1,en-us,2015-12-04 00:25:18,5,google,42,0,42.0,0
beta,0,1,0,1,en-us,2015-12-04 00:42:06,5,google,43,0,43.0,0
beta,0,0,0,1,en-us,2015-12-04 00:56:34,4,google,43,0,43.0,0
release,0,1,0,1,en-us,2015-12-04 01:00:20,4,google,42,1,42.0,0
aurora,0,0,0,1,en-us,2015-12-04 01:02:36,4,google,44,0,44.0a2,0
beta,0,1,1,1,en-us,2015-12-04 01:16:42,4,google,43,0,43.0,0
release,0,0,0,1,en-us,2015-12-04 01:17:34,5,google,41,1,41.0.2,0
nightly,0,1,1,1,en-us,2015-12-04 01:28:56,5,google,45,1,45.0a1,0
beta,0,1,0,0,en-us,2015-12-04 01:36:11,5,google,43,0,43.0,0
beta,0,0,0,1,en-us,2015-12-04 01:45:41,4,google,43,0,43.0,0
aurora,0,1,1,1,en-us,2015-12-04 01:48:47,4,other,44,0,44.0a2,1
aurora,0,0,0,1,en-us,2015-12-04 01:54:22,5,google,44,0,44.0a2,0
release,1,1,0,1,en-us,2015-12-04 03:24:36,5,google,40,0,40.0.2,0
beta,0,1,0,1,en-us,2015-12-04 02:10:21,4,google,43,1,43.0,0
release,0,1,0,1,en-gb,2015-12-04 02:12:32,4,google,42,0,42.0,0
nightly,0,1,1,1,en-us,2015-12-04 02:47:39,5,google,45,1,45.0a1,0
nightly,0,0,0,1,en-us,2015-12-04 03:05:35,5,google,45,1,45.0a1,0
nightly,0,0,0,1,en-us,2015-12-04 03:07:06,5,google,45,1,45.0a1,0
beta,0,1,0,0,en-us,2015-12-04 03:40:11,5,google,43,0,43.0,0
beta,0,0,0,1,en-us,2015-12-04 03:40:14,1,google,43,0,43.0,0
beta,0,1,0,1,en-us,2015-12-04 03:53:15,5,bing,43,1,43.0,0
beta,0,0,0,1,en-us,2015-12-04 04:07:41,4,google,43,0,43.0,0
beta,0,1,0,1,en-us,2015-12-04 04:15:51,5,google,43,0,43.0,0
release,0,0,0,1,en-us,2015-12-04 04:19:26,4,google,42,1,42.0,0
aurora,0,1,1,1,en-us,2015-12-04 04:33:55,5,ddg,44,0,44.0a2,0
aurora,0,1,1,1,en-us,2015-12-04 04:38:48,5,google,44,0,44.0a2,0
beta,0,1,0,1,en-us,2015-12-04 04:44:01,5,google,43,0,43.0,0
beta,0,1,0,1,en-us,2015-12-04 04:46:11,5,google,43,1,43.0,0
aurora,0,1,0,1,en-us,2015-12-04 04:48:02,4,other,44,1,44.0a2,1
beta,0,1,1,1,en-us,2015-12-04 05:10:20,3,google,43,1,43.0,0
beta,0,0,0,1,en-us,2015-12-04 05:12:05,4,google,43,0,43.0,0
aurora,0,1,0,1,en-us,2015-12-04 05:13:28,4,google,44,0,44.0a2,0
aurora,0,1,1,1,en-us,2015-12-04 05:36:40,5,google,44,0,44.0a2,0
beta,0,1,0,0,en-us,2015-12-04 05:37:14,5,google,43,1,43.0,0
aurora,0,0,0,1,en-us,2015-12-04 05:50:15,4,google,44,0,44.0a2,0
release,0,1,0,1,en-us,2015-12-04 05:56:59,5,other,42,0,42.0,1
release,0,1,1,1,en-us,2015-12-04 06:12:25,1,google,42,1,42.0,0
aurora,0,0,1,1,en-us,2015-12-04 06:41:05,4,google,44,0,44.0a2,0
beta,0,1,0,1,en-us,2015-12-04 07:01:43,5,google,43,0,43.0,0
release,0,1,0,1,en-us,2015-12-04 07:17:13,5,yahoo,42,0,42.0,0
release,0,1,1,1,en-us,2015-12-04 07:33:49,5,yahoo,42,1,42.0,0
aurora,0,1,0,0,en-us,2015-12-04 07:38:59,4,google,44,0,44.0a2,0
beta,0,0,0,1,en-us,2015-12-04 07:46:10,5,google,43,0,43.0,0
nightly,0,1,1,0,en-us,2015-12-04 08:05:13,5,google,45,0,45.0a1,0
aurora,0,1,1,1,en-us,2015-12-04 08:08:02,5,google,43,0,43.0a2,0
release,0,1,0,1,en-us,2015-12-04 08:24:15,5,google,42,0,42.0,0
release,0,0,0,0,en-us,2015-12-04 08:37:54,5,other,42,0,42.0,1
beta,0,0,0,1,en-us,2015-12-04 08:43:22,5,google,42,1,42.0,0
nightly,0,0,0,0,en-us,2015-12-04 08:58:11,5,google,45,1,45.0a1,0
nightly,0,0,0,1,en-us,2015-12-04 08:58:01,5,google,45,1,45.0a1,0
release,0,1,0,1,en-us,2015-12-04 09:10:45,5,yahoo,42,1,42.0,0
release,0,1,0,1,en-us,2015-12-04 09:33:58,5,google,42,1,42.0,0
beta,0,1,0,1,en-us,2015-12-04 09:43:44,5,other,43,0,43.0,1
aurora,0,0,0,1,en-us,2015-12-04 09:50:43,5,google,44,1,44.0a2,0
release,0,1,0,1,en-us,2015-12-04 09:51:09,4,google,42,0,42.0,0
release,0,1,0,1,en-us,2015-12-04 09:52:35,5,other,42,0,42.0,1
aurora,0,0,0,1,en-us,2015-12-04 09:53:07,5,ddg,44,0,44.0a2,0
beta,0,0,0,0,en-us,2015-12-04 09:58:05,5,google,43,0,43.0,0
release,0,0,0,1,en-us,2015-12-04 10:04:02,5,google,42,1,42.0,0
release,0,0,0,1,en-us,2015-12-04 10:25:26,5,yahoo,42,1,42.0,0
release,0,1,1,1,en-us,2015-12-04 10:53:50,5,google,42,1,42.0,0
aurora,0,1,1,1,en-us,2015-12-04 11:21:17,5,google,44,1,44.0a2,0
release,0,1,1,1,en-us,2015-12-04 11:42:50,5,other,42,0,42.0,1
beta,0,1,1,1,en-us,2015-12-04 11:46:38,4,google,43,1,43.0,0
nightly,0,0,0,1,en-us,2015-12-04 11:57:05,5,ddg,45,0,45.0a1,0
beta,0,1,0,1,en-us,2015-12-04 11:57:41,5,google,43,0,43.0,0
release,0,0,0,0,en-us,2015-12-04 12:00:29,5,google,42,1,42.0,0
release,0,1,0,1,en-us,2015-12-04 12:07:34,4,bing,42,1,42.0,0
release,0,1,1,1,en-us,2015-12-04 12:32:34,5,yahoo,42,0,42.0,0
aurora,0,1,1,1,en-us,2015-12-04 12:51:00,5,google,44,0,44.0a2,0
release,0,1,1,1,en-us,2015-12-04 12:58:49,5,google,42,1,42.0,0
nightly,0,1,1,1,en-us,2015-12-04 13:08:28,5,other,45,1,45.0a1,1
aurora,0,0,0,1,en-us,2015-12-04 13:29:45,5,google,44,1,44.0a2,0
aurora,0,1,0,1,en-us,2015-12-04 13:48:05,5,yahoo,44,1,44.0a2,0
aurora,0,1,1,1,en-us,2015-12-04 14:18:51,5,ddg,44,1,44.0a2,0
release,0,1,0,1,en-us,2015-12-04 14:21:30,5,google,42,1,42.0,0
aurora,0,0,0,1,en-us,2015-12-04 14:21:58,5,google,44,1,44.0a2,0
release,0,0,0,1,en-us,2015-12-04 14:28:30,5,other,42,1,42.0,1
release,0,0,1,0,en-us,2015-12-04 14:31:37,5,ddg,42,0,42.0,0
aurora,0,1,0,1,en-us,2015-12-04 14:53:04,5,google,44,1,44.0a2,0
nightly,0,1,0,1,en-us,2015-12-04 15:26:27,1,yahoo,45,1,45.0a1,0
release,0,0,0,1,en-us,2015-12-04 15:32:47,5,google,42,0,42.0,0
aurora,0,1,0,1,en-gb,2015-12-04 15:51:59,4,google,44,1,44.0a2,0
nightly,0,0,0,1,en-us,2015-12-04 15:53:03,1,google,45,0,45.0a1,0
release,0,0,0,1,en-us,2015-12-04 15:55:25,5,google,42,1,42.0,0
beta,0,1,0,1,en-us,2015-12-04 16:00:48,5,google,43,0,43.0,0
release,0,1,0,1,en-us,2015-12-04 16:09:39,5,yahoo,42,0,42.0,0
nightly,0,0,0,0,en-us,2015-12-04 16:30:32,4,ddg,45,0,45.0a1,0
release,0,0,0,1,en-us,2015-12-04 17:00:40,5,other,42,1,42.0,1
beta,0,1,0,1,en-us,2015-12-04 17:04:34,4,yahoo,43,0,43.0,0
aurora,0,1,0,0,en-us,2015-12-04 17:07:12,5,google,44,1,44.0a2,0
release,0,1,0,1,en-us,2015-12-04 17:22:49,4,yahoo,42,1,42.0,0
beta,0,0,1,1,en-us,2015-12-04 17:38:19,5,other,43,0,43.0,1
release,0,1,0,1,en-us,2015-12-04 17:41:50,5,bing,42,1,42.0,0
aurora,0,1,1,1,en-us,2015-12-04 18:25:13,4,google,44,1,44.0a2,0
release,0,1,0,1,en-us,2015-12-04 18:23:31,5,yahoo,42,1,42.0,0
release,0,1,1,1,en-us,2015-12-04 18:38:03,5,google,42,1,42.0,0
beta,0,1,0,1,en-us,2015-12-04 19:38:21,5,other,43,0,43.0,1
release,0,0,0,1,en-us,2015-12-04 20:02:35,4,google,42,0,42.0,0
release,0,1,0,1,en-us,2015-12-04 20:07:25,5,google,42,1,42.0,0
beta,0,0,0,1,en-us,2015-12-04 20:13:47,4,google,43,1,43.0,0
beta,0,1,0,1,en-us,2015-12-04 20:23:38,5,google,43,0,43.0,0
beta,0,1,0,1,en-us,2015-12-04 20:25:18,1,other,43,0,43.0,1
aurora,0,0,0,1,en-us,2015-12-04 20:25:42,3,google,44,0,44.0a2,0
beta,0,1,0,1,en-us,2015-12-04 20:30:47,5,google,43,1,43.0,0
aurora,0,0,0,0,en-us,2015-12-04 20:43:36,4,google,44,0,44.0a2,0
beta,0,1,0,0,en-us,2015-12-04 20:46:30,5,other,43,0,43.0,1
release,0,1,0,1,en-us,2015-12-04 20:50:24,5,google,42,0,42.0,0
nightly,0,0,1,1,en-us,2015-12-04 21:53:04,5,other,45,1,45.0a1,1
beta,0,0,0,0,en-us,2015-12-04 20:56:15,5,google,43,0,43.0,0
beta,0,0,0,1,en-us,2015-12-04 21:02:31,5,google,43,0,43.0,0
aurora,0,0,0,0,en-us,2015-12-04 21:05:01,3,google,44,0,44.0a2,0
aurora,0,0,0,1,en-us,2015-12-04 21:07:52,3,other,43,0,43.0a2,1
release,0,1,0,0,en-us,2015-12-04 21:13:58,5,google,42,0,42.0,0
beta,0,1,0,0,en-us,2015-12-04 21:38:24,1,google,43,0,43.0,0
beta,0,1,0,1,en-us,2015-12-04 21:39:54,5,google,43,0,43.0,0
beta,0,0,0,0,en-us,2015-12-04 22:05:22,5,other,43,0,43.0,1
nightly,0,1,1,1,en-us,2015-12-04 22:12:04,5,google,45,1,45.0a1,0
beta,0,1,0,1,en-us,2015-12-04 22:48:15,5,google,43,0,43.0,0
nightly,0,1,1,1,en-us,2015-12-04 22:50:17,5,ddg,45,1,45.0a1,0
beta,0,0,0,1,en-us,2015-12-04 22:58:06,5,google,43,0,43.0,0
aurora,0,1,0,1,en-gb,2015-12-04 23:07:52,5,google,44,0,44.0a2,0
release,0,1,0,1,en-us,2015-12-04 23:33:40,5,other,42,0,42.0,1
nightly,0,0,0,1,en-us,2015-12-04 23:42:07,5,google,45,1,45.0a1,0
beta,0,1,0,1,en-us,2015-12-04 23:56:42,5,google,43,0,43.0,0
nightly,0,0,0,0,en-us,2015-12-05 00:12:14,5,google,45,1,45.0a1,0
beta,1,0,0,0,en-us,2015-12-05 00:25:40,5,google,42,0,42.0,0
beta,0,0,0,0,en-us,2015-12-05 00:41:04,1,other,43,0,43.0,1
release,0,0,0,1,en-us,2015-12-05 00:46:09,5,other,42,0,42.0,1
beta,0,1,0,1,en-us,2015-12-05 00:58:58,4,google,43,0,43.0,0
beta,0,0,0,1,en-us,2015-12-05 00:59:59,5,google,43,0,43.0,0
beta,0,1,0,1,en-us,2015-12-05 01:06:09,5,google,43,1,43.0,0
beta,0,0,0,0,en-us,2015-12-05 01:08:49,5,google,43,0,43.0,0
beta,0,1,0,0,en-us,2015-12-05 01:26:31,4,google,43,0,43.0,0
aurora,0,1,0,1,en-us,2015-12-05 02:03:28,4,google,44,1,44.0a2,0
aurora,0,1,0,1,en-us,2015-12-05 01:30:44,3,google,44,1,44.0a2,0
beta,0,1,0,1,en-us,2015-12-05 01:48:50,1,google,43,0,43.0,0
beta,0,1,0,1,en-us,2015-12-05 02:01:11,5,google,43,1,43.0,0
release,0,1,1,0,en-us,2015-12-05 02:03:28,5,google,42,0,42.0,0
beta,0,1,1,1,en-us,2015-12-05 02:14:27,5,ddg,43,1,43.0,0
beta,0,1,0,1,en-us,2015-12-05 02:35:37,5,google,43,0,43.0,0
beta,0,1,0,1,en-us,2015-12-05 02:55:47,5,other,43,0,43.0,1
aurora,0,0,0,1,en-us,2015-12-05 02:58:57,5,google,44,0,44.0a2,0
release,0,1,0,1,en-us,2015-12-05 03:17:05,5,google,42,1,42.0,0
beta,0,0,0,1,en-us,2015-12-05 03:33:01,5,google,43,0,43.0,0
beta,0,1,0,1,en-gb,2015-12-05 03:55:11,5,other,43,0,43.0,1
beta,0,1,0,1,en-us,2015-12-05 03:59:09,5,other,43,0,43.0,1
aurora,0,1,0,1,en-us,2015-12-05 04:06:35,5,google,44,0,44.0a2,0
nightly,0,1,0,1,en-us,2015-12-05 04:14:43,5,google,45,0,45.0a1,0
nightly,0,1,1,0,en-us,2015-12-05 04:32:00,5,google,45,0,45.0a1,0
beta,0,1,0,1,en-us,2015-12-05 04:43:03,1,google,43,1,43.0,0
beta,0,0,0,0,en-us,2015-12-05 04:46:09,5,google,43,0,43.0,0
beta,0,1,1,1,en-us,2015-12-05 04:55:03,3,yahoo,43,1,43.0,0
beta,0,1,0,1,en-us,2015-12-05 05:09:58,3,google,43,1,43.0,0
beta,0,0,1,1,en-us,2015-12-05 04:57:05,4,other,43,1,43.0,1
release,0,1,1,1,en-us,2015-12-05 05:21:09,4,google,42,0,42.0,0
beta,0,1,1,1,en-us,2015-12-05 05:26:34,5,google,43,1,43.0,0
nightly,0,0,1,1,en-us,2015-12-05 05:32:27,5,google,45,1,45.0a1,0
aurora,0,1,0,1,en-us,2015-12-05 05:38:29,5,google,44,1,44.0a2,0
beta,0,1,0,1,en-us,2015-12-05 06:00:20,5,yahoo,43,1,43.0,0
beta,0,0,0,1,en-us,2015-12-05 06:27:17,5,google,43,0,43.0,0
