channel,clockSkewed,defaultBrowser,dnt,hasFlash,locale,received,score,searchEngine,series,silverlight,version,usingNonIncludedSearchEngine
beta,0,1,0,1,en-us,2015-12-09 22:36:20,4,google,43,0,43.0,0
beta,0,1,1,1,en-us,2015-12-09 22:51:00,5,google,43,1,43.0,0
nightly,0,1,0,1,en-us,2015-12-09 22:57:09,3,ddg,45,1,45.0a1,0
release,0,1,0,1,en-us,2015-12-09 22:59:52,4,yahoo,42,1,42.0,0
aurora,0,1,1,0,en-us,2015-12-09 23:26:36,5,google,44,0,44.0a2,0
nightly,0,0,0,1,en-us,2015-12-09 23:54:33,5,google,45,1,45.0a1,0
release,0,1,0,1,en-us,2015-12-09 23:58:36,5,other,42,0,42.0,1
release,0,1,0,1,en-us,2015-12-10 00:00:45,5,google,42,1,42.0,0
release,0,1,0,1,en-gb,2015-12-10 00:12:53,4,google,42,1,42.0,0
nightly,0,1,0,1,en-us,2015-12-10 00:25:01,5,google,45,0,45.0a1,0
release,0,1,1,1,en-us,2015-12-10 01:09:42,4,google,42,1,42.0,0
release,0,0,0,1,en-us,2015-12-10 01:25:36,5,google,42,0,42.0,0
nightly,0,0,0,1,en-us,2015-12-10 01:27:14,5,google,44,0,44.0a1,0
beta,0,1,0,1,en-us,2015-12-10 05:51:50,5,other,43,0,43.0,1
aurora,0,1,0,1,en-gb,2015-12-10 01:56:33,5,google,44,1,44.0a2,0
beta,0,1,0,1,en-us,2015-12-10 02:13:02,4,google,43,0,43.0,0
beta,0,0,0,1,en-us,2015-12-10 02:25:24,5,google,43,0,43.0,0
beta,0,1,0,1,en-us,2015-12-10 02:27:40,5,google,40,0,40.0,0
aurora,0,1,0,1,en-us,2015-12-10 02:46:45,3,google,44,1,44.0a2,0
aurora,0,1,1,1,en-us,2015-12-10 03:19:59,5,google,44,1,44.0a2,0
beta,0,0,0,1,en-us,2015-12-10 03:13:26,5,google,43,0,43.0,0
beta,0,1,0,1,en-us,2015-12-10 03:20:09,1,google,43,0,43.0,0
aurora,0,1,0,1,en-gb,2015-12-10 04:17:13,5,google,44,1,44.0a2,0
beta,0,1,0,1,en-us,2015-12-10 03:38:55,4,google,43,1,43.0,0
release,0,1,0,1,en-us,2015-12-10 03:38:53,5,google,42,1,42.0,0
beta,0,1,0,1,en-us,2015-12-10 03:50:25,5,other,43,0,43.0,1
beta,0,1,0,1,en-us,2015-12-10 04:09:10,5,google,43,1,43.0,0
aurora,0,1,1,1,en-us,2015-12-10 04:15:21,5,google,44,1,44.0a2,0
aurora,0,0,1,0,en-us,2015-12-10 04:20:46,5,google,44,1,44.0a2,0
beta,0,1,0,0,en-us,2015-12-10 04:21:42,4,google,43,0,43.0,0
nightly,0,1,0,1,en-us,2015-12-10 04:37:54,3,ddg,45,1,45.0a1,0
release,0,1,0,1,en-us,2015-12-10 04:38:16,4,google,42,1,42.0,0
aurora,0,1,0,1,en-us,2015-12-10 05:22:13,5,google,44,1,44.0a2,0
release,0,1,1,1,en-us,2015-12-10 05:18:21,2,google,42,1,42.0,0
beta,0,1,0,0,en-us,2015-12-10 05:18:35,5,google,43,0,43.0,0
release,0,1,0,1,en-us,2015-12-10 05:44:42,4,google,42,1,42.0,0
beta,0,1,0,1,en-us,2015-12-10 06:33:02,5,google,43,1,43.0,0
aurora,0,1,1,1,en-us,2015-12-10 05:54:20,5,google,44,0,44.0a2,0
aurora,0,1,0,1,en-us,2015-12-10 06:04:35,5,google,44,0,44.0a2,0
beta,0,1,0,1,en-us,2015-12-10 06:06:11,5,other,43,0,43.0,1
release,0,1,0,1,en-us,2015-12-10 06:13:37,5,yahoo,42,1,42.0,0
beta,0,1,0,1,en-us,2015-12-10 06:25:50,5,other,43,0,43.0,1
aurora,0,1,0,0,en-gb,2015-12-10 06:27:26,5,google,44,0,44.0a2,0
aurora,0,1,1,1,en-us,2015-12-10 06:27:29,5,google,44,0,44.0a2,0
release,0,1,0,1,en-us,2015-12-10 06:35:06,5,other,42,0,42.0,1
beta,0,1,0,1,en-us,2015-12-10 06:39:25,5,google,43,0,43.0,0
aurora,0,1,1,1,en-us,2015-12-10 07:03:27,5,bing,44,0,44.0a2,0
beta,0,0,0,1,en-us,2015-12-10 06:58:24,5,google,43,1,43.0,0
aurora,0,0,0,1,en-us,2015-12-10 06:56:58,5,google,44,1,44.0a2,0
aurora,0,1,0,1,en-gb,2015-12-10 06:56:09,5,google,44,0,44.0a2,0
release,0,1,1,1,en-us,2015-12-10 07:00:08,1,google,42,1,42.0,0
beta,0,1,0,1,en-us,2015-12-10 07:10:39,1,other,43,0,43.0,1
release,0,1,0,1,en-us,2015-12-10 07:14:43,5,google,42,0,42.0,0
release,0,1,1,0,en-us,2015-12-10 07:37:57,5,google,42,0,42.0,0
nightly,0,1,1,1,en-us,2015-12-10 07:40:25,5,google,45,0,45.0a1,0
release,0,1,0,1,en-us,2015-12-10 07:45:48,5,google,42,1,42.0,0
release,0,1,1,1,en-us,2015-12-10 07:55:58,5,other,42,1,42.0,1
beta,0,1,0,1,en-us,2015-12-10 08:05:26,5,google,43,0,43.0,0
aurora,0,0,0,1,en-us,2015-12-10 08:05:46,4,google,44,1,44.0a2,0
release,0,0,0,1,en-us,2015-12-10 08:40:02,5,other,42,0,42.0,1
nightly,0,1,0,1,en-us,2015-12-10 08:45:40,5,google,45,0,45.0a1,0
beta,0,1,1,1,en-us,2015-12-10 08:53:19,5,google,43,0,43.0,0
beta,0,1,0,1,en-us,2015-12-10 08:53:25,5,google,43,0,43.0,0
nightly,0,0,0,1,en-us,2015-12-10 09:08:12,5,google,45,0,45.0a1,0
release,0,1,1,1,en-us,2015-12-10 09:11:24,5,other,42,0,42.0,1
aurora,0,1,0,1,en-us,2015-12-10 09:35:02,5,google,44,1,44.0a2,0
aurora,0,1,0,1,en-us,2015-12-10 10:02:03,5,google,44,1,44.0a2,0
release,0,1,0,1,en-us,2015-12-10 10:10:56,5,yahoo-web,42,1,42.0,0
release,0,0,0,0,en-us,2015-12-10 10:18:55,5,google,42,1,42.0,0
aurora,0,1,0,1,en-gb,2015-12-10 10:36:24,5,google,44,1,44.0a2,0
beta,0,1,0,1,en-us,2015-12-10 10:49:27,5,yahoo,43,1,43.0,0
beta,0,1,0,1,en-us,2015-12-10 10:48:25,5,google,43,0,43.0,0
beta,0,1,0,0,en-us,2015-12-10 10:48:48,4,google,43,1,43.0,0
aurora,0,1,1,1,en-us,2015-12-10 11:01:29,5,ddg,44,1,44.0a2,0
aurora,0,1,0,1,en-us,2015-12-10 12:47:25,5,google,44,1,44.0a2,0
beta,0,1,0,1,en-us,2015-12-10 11:08:58,5,google,43,0,43.0,0
release,0,0,0,1,en-us,2015-12-10 11:09:10,5,other,42,0,42.0,1
beta,0,0,0,1,en-us,2015-12-10 11:20:18,5,google,40,0,40.0,0
release,0,1,0,1,en-us,2015-12-10 11:46:15,3,yahoo,42,0,42.0,0
beta,0,1,0,0,en-us,2015-12-10 11:48:09,5,google,43,0,43.0,0
nightly,0,1,0,1,en-us,2015-12-10 11:53:50,5,google,45,0,45.0a1,0
aurora,0,1,1,1,en-us,2015-12-10 11:51:37,4,google,44,1,44.0a2,0
aurora,0,1,0,1,en-us,2015-12-10 11:55:15,5,google,44,0,44.0a2,0
release,0,1,0,1,en-us,2015-12-10 11:56:34,5,google,42,1,42.0,0
release,0,1,0,1,en-us,2015-12-10 12:04:45,2,google,42,1,42.0,0
release,0,0,0,1,en-us,2015-12-10 12:04:53,5,google,42,1,42.0,0
aurora,0,0,1,1,en-us,2015-12-10 12:05:28,4,google,44,0,44.0a2,0
nightly,0,0,1,1,en-us,2015-12-10 14:25:23,4,google,45,1,45.0a1,0
beta,0,0,0,1,en-us,2015-12-10 14:11:49,4,google,43,1,43.0,0
release,0,1,0,1,en-us,2015-12-10 14:03:39,5,google,42,1,42.0,0
beta,0,1,1,1,en-us,2015-12-10 14:23:14,5,other,43,0,43.0,1
release,0,1,0,1,en-us,2015-12-10 14:34:10,3,yahoo,42,0,42.0,0
release,0,1,0,1,en-us,2015-12-10 14:37:36,5,google,42,1,42.0,0
beta,0,0,0,1,en-us,2015-12-10 14:55:31,3,google,43,0,43.0,0
release,0,1,0,1,en-us,2015-12-10 15:21:46,1,google,42,0,42.0,0
release,0,1,0,1,en-us,2015-12-10 15:22:04,5,yahoo,42,1,42.0,0
nightly,0,0,1,1,en-us,2015-12-10 15:45:00,5,other,45,1,45.0a1,1
release,0,1,0,1,en-gb,2015-12-10 15:36:58,5,other,42,0,42.0,1
release,0,1,1,1,en-us,2015-12-10 16:24:09,5,google,42,1,42.0,0
release,0,1,0,1,en-gb,2015-12-10 16:35:55,5,google,42,0,42.0,0
release,0,0,0,1,en-us,2015-12-10 16:50:40,5,google,42,1,42.0,0
beta,0,0,0,1,en-us,2015-12-10 17:40:36,1,google,42,1,42.0,0
beta,0,1,1,0,en-us,2015-12-10 17:44:44,3,google,43,0,43.0,0
release,0,1,0,1,en-us,2015-12-10 17:59:14,4,other,42,0,42.0,1
release,0,1,1,1,en-us,2015-12-10 18:23:20,5,google,42,1,42.0,0
beta,0,0,0,1,en-us,2015-12-10 18:32:26,5,yahoo,43,0,43.0,0
beta,0,1,0,0,en-us,2015-12-10 19:08:49,4,google,41,1,41.0,0
beta,0,1,0,1,en-us,2015-12-10 19:41:22,1,google,43,0,43.0,0
beta,0,1,0,1,en-us,2015-12-10 19:59:35,5,other,41,0,41.0,1
beta,0,0,0,0,en-us,2015-12-10 20:12:00,5,google,43,0,43.0,0
aurora,0,1,0,1,en-us,2015-12-10 20:11:31,5,google,44,0,44.0a2,0
beta,0,0,0,0,en-us,2015-12-10 20:18:35,5,google,43,0,43.0,0
nightly,0,1,1,1,en-us,2015-12-10 20:27:24,5,ddg,45,1,45.0a1,0
beta,0,0,0,1,en-us,2015-12-10 20:27:31,3,google,42,0,42.0,0
aurora,0,0,0,0,en-us,2015-12-10 20:52:33,5,google,44,1,44.0a2,0
beta,0,1,0,0,en-us,2015-12-11 21:10:49,5,google,43,0,43.0,0
beta,0,1,0,1,en-us,2015-12-10 20:55:12,5,google,43,1,43.0,0
nightly,0,0,1,1,en-us,2015-12-10 21:01:41,5,google,45,0,45.0a1,0
aurora,0,0,0,0,en-us,2015-12-10 21:24:40,4,other,44,0,44.0a2,1
aurora,0,0,0,0,en-us,2015-12-10 21:28:33,5,google,44,0,44.0a2,0
aurora,0,0,1,0,en-us,2015-12-10 21:53:40,5,google,44,1,44.0a2,0
beta,0,1,0,0,en-us,2015-12-10 21:56:30,5,google,40,0,40.0,0
beta,0,1,0,1,en-us,2015-12-10 21:57:45,5,google,43,0,43.0,0
beta,0,0,0,1,en-us,2015-12-10 22:03:34,4,google,43,0,43.0,0
beta,0,1,0,1,en-us,2015-12-10 22:09:43,5,google,43,0,43.0,0
beta,0,0,0,0,en-us,2015-12-10 22:17:14,1,google,43,0,43.0,0
release,0,0,0,1,en-us,2015-12-10 22:25:22,5,other,42,0,42.0,1
beta,0,1,1,1,en-us,2015-12-10 22:27:24,5,google,43,1,43.0,0
beta,0,1,0,0,en-us,2015-12-10 22:49:54,1,google,43,0,43.0,0
beta,0,0,0,0,en-us,2015-12-10 22:56:19,1,google,42,1,42.0,0
beta,0,1,0,1,en-us,2015-12-10 23:50:02,5,google,43,0,43.0,0
beta,0,0,0,0,en-us,2015-12-10 23:02:14,5,google,43,0,43.0,0
beta,0,0,0,1,en-us,2015-12-10 23:25:33,1,google,43,1,43.0,0
beta,0,1,0,1,en-us,2015-12-10 23:39:24,5,google,43,0,43.0,0
beta,0,1,1,1,en-us,2015-12-10 23:45:22,5,other,43,1,43.0,1
aurora,0,1,0,1,en-us,2015-12-10 23:47:41,4,google,44,1,44.0a2,0
aurora,0,1,1,1,en-us,2015-12-10 23:47:42,5,google,44,1,44.0a2,0
release,0,1,0,1,en-us,2015-12-11 00:00:26,4,google,42,0,42.0,0
aurora,0,0,0,1,en-us,2015-12-11 01:02:11,4,google,44,0,44.0a2,0
beta,0,1,0,1,en-us,2015-12-11 00:45:44,5,google,41,1,41.0,0
beta,0,1,0,0,en-us,2015-12-11 00:47:52,1,google,43,0,43.0,0
beta,0,0,0,1,en-us,2015-12-11 00:47:52,4,google,43,1,43.0,0
aurora,0,0,0,1,en-us,2015-12-11 00:50:53,5,google,44,1,44.0a2,0
release,0,1,0,1,en-us,2015-12-11 00:50:45,5,google,42,0,42.0,0
beta,0,0,1,1,en-us,2015-12-11 01:17:05,5,google,43,0,43.0,0
aurora,0,0,0,1,en-us,2015-12-11 01:36:52,5,google,43,0,43.0a2,0
aurora,0,0,1,1,en-us,2015-12-11 01:56:06,5,google,44,0,44.0a2,0
nightly,0,1,1,0,en-us,2015-12-11 01:41:53,4,other,45,0,45.0a1,1
aurora,0,1,0,1,en-us,2015-12-11 01:46:59,5,google,44,0,44.0a2,0
beta,0,1,0,1,en-us,2015-12-11 02:06:07,5,google,43,1,43.0,0
nightly,0,1,0,1,en-us,2015-12-11 02:09:58,5,google,45,1,45.0a1,0
release,0,1,1,1,en-us,2015-12-11 02:12:47,5,google,42,1,42.0,0
beta,0,1,0,0,en-us,2015-12-11 02:13:03,5,google,40,1,40.0,0
nightly,0,1,1,1,en-us,2015-12-11 02:38:52,4,ddg,45,1,45.0a1,0
release,0,1,0,0,en-us,2015-12-11 02:48:12,1,other,42,0,42.0,1
aurora,0,0,0,1,en-us,2015-12-11 02:48:18,5,google,44,0,44.0a2,0
beta,0,1,0,1,en-us,2015-12-11 03:12:16,5,google,43,0,43.0,0
nightly,0,1,0,0,en-us,2015-12-11 03:25:44,5,google,45,0,45.0a1,0
release,0,0,0,1,en-us,2015-12-11 03:25:30,5,google,42,0,42.0,0
release,0,1,0,1,en-us,2015-12-11 03:33:25,3,google,42,0,42.0,0
release,0,1,1,1,en-us,2015-12-11 03:36:38,5,google,42,1,42.0,0
aurora,0,1,0,1,en-us,2015-12-11 03:38:53,5,google,44,1,44.0a2,0
release,0,0,1,1,en-us,2015-12-11 03:46:24,5,google,42,1,42.0,0
release,0,1,0,1,en-us,2015-12-11 03:49:38,5,google,42,0,42.0,0
release,0,1,0,1,en-us,2015-12-11 03:57:02,4,google,42,1,42.0,0
release,0,1,0,1,en-us,2015-12-11 04:14:08,5,google,42,0,42.0,0
nightly,0,1,0,0,en-us,2015-12-11 04:17:58,4,google,45,0,45.0a1,0
beta,0,1,1,0,en-us,2015-12-11 04:26:14,5,google,43,0,43.0,0
beta,0,1,0,1,en-us,2015-12-11 04:36:57,5,other,43,0,43.0,1
aurora,0,0,0,0,en-us,2015-12-11 04:57:00,5,google,44,0,44.0a2,0
beta,0,0,0,0,en-us,2015-12-11 05:20:57,5,google,43,0,43.0,0
beta,0,1,0,1,en-us,2015-12-11 05:23:57,2,google,43,1,43.0,0
release,0,0,1,1,en-us,2015-12-11 05:29:23,2,google,42,1,42.0,0
release,0,0,0,1,en-us,2015-12-11 05:43:01,5,yahoo,42,1,42.0,0
beta,0,0,0,1,en-us,2015-12-11 05:43:46,4,other,43,0,43.0,1
aurora,0,1,0,1,en-us,2015-12-11 06:25:43,4,google,44,0,44.0a2,0
release,0,1,1,1,en-us,2015-12-11 05:47:03,5,yahoo,42,1,42.0,0
release,0,1,0,1,en-us,2015-12-11 05:53:23,5,google,42,0,42.0,0
beta,0,0,0,1,en-us,2015-12-11 05:55:32,5,other,43,1,43.0,1
aurora,0,1,1,1,en-us,2015-12-11 06:11:06,5,google,44,0,44.0a2,0
beta,0,1,1,1,en-us,2015-12-11 06:11:51,4,google,43,1,43.0,0
release,0,1,0,1,en-us,2015-12-11 06:16:22,2,google,42,1,42.0,0
release,0,1,0,1,en-us,2015-12-11 06:24:05,5,google,42,1,42.0,0
nightly,0,0,0,1,en-us,2015-12-11 06:29:33,4,ddg,45,1,45.0a1,0
aurora,0,1,1,0,en-us,2015-12-11 06:56:34,5,google,44,0,44.0a2,0
aurora,0,1,0,1,en-us,2015-12-11 06:56:46,4,google,44,0,44.0a2,0
aurora,0,1,0,1,en-us,2015-12-11 07:09:03,5,google,44,1,44.0a2,0
aurora,0,0,0,1,en-us,2015-12-11 08:09:03,4,google,44,0,44.0a2,0
release,0,1,0,1,en-us,2015-12-11 07:13:42,5,yahoo,42,0,42.0,0
aurora,0,0,0,1,en-us,2015-12-11 07:34:06,5,google,44,1,44.0a2,0
nightly,0,0,0,1,en-us,2015-12-11 07:22:01,2,google,45,1,45.0a1,0
release,0,1,0,1,en-us,2015-12-11 07:34:50,5,yahoo,42,1,42.0,0
release,0,0,0,1,en-us,2015-12-11 07:40:02,5,other,42,0,42.0,1
aurora,0,1,0,1,en-us,2015-12-11 07:56:44,5,google,44,0,44.0a2,0
beta,0,1,0,0,en-us,2015-12-11 07:52:10,1,other,43,0,43.0,1
release,0,1,0,1,en-us,2015-12-11 07:55:27,1,yahoo,42,0,42.0,0
release,0,1,0,1,en-us,2015-12-11 08:09:33,4,google,42,1,42.0,0
beta,0,1,0,0,en-us,2015-12-11 08:25:30,5,google,42,0,42.0,0
release,0,0,0,0,en-us,2015-12-11 08:52:57,5,other,42,0,42.0,1
release,0,1,0,1,en-us,2015-12-11 08:59:56,4,google,42,1,42.0,0
aurora,0,0,0,1,en-us,2015-12-11 10:01:39,5,google,44,1,44.0a2,0
aurora,0,1,1,1,en-us,2015-12-11 13:57:50,5,ddg,44,1,44.0a2,0
release,0,0,0,1,en-us,2015-12-11 09:53:57,5,yahoo,42,1,42.0,0
beta,0,1,0,1,en-us,2015-12-11 09:58:28,3,google,40,0,40.0,0
beta,0,1,1,1,en-us,2015-12-11 11:21:02,5,bing,43,0,43.0,0
beta,0,1,0,1,en-us,2015-12-11 11:55:08,3,google,43,1,43.0,0
release,0,1,0,1,en-us,2015-12-11 12:02:23,5,google,42,1,42.0,0
release,0,1,0,0,en-us,2015-12-11 13:19:31,5,google,42,0,42.0,0
nightly,0,1,0,1,en-us,2015-12-11 13:34:56,4,google,45,1,45.0a1,0
nightly,0,0,0,1,en-us,2015-12-11 13:36:58,5,google,45,0,45.0a1,0
beta,0,1,0,1,en-us,2015-12-11 13:47:50,5,other,43,0,43.0,1
release,0,1,0,1,en-us,2015-12-11 13:56:14,4,google,42,0,42.0,0
beta,0,1,0,1,en-us,2015-12-11 14:08:22,5,google,42,0,42.0,0
release,0,0,1,1,en-us,2015-12-11 14:09:58,5,other,42,0,42.0,1
aurora,0,0,1,1,en-us,2015-12-11 14:41:46,5,google,44,0,44.0a2,0
aurora,0,0,0,1,en-us,2015-12-11 14:54:49,5,google,44,1,44.0a2,0
aurora,0,1,0,1,en-us,2015-12-11 15:10:36,5,ddg,44,1,44.0a2,0
release,0,1,1,1,en-us,2015-12-11 15:43:48,5,google,42,1,42.0,0
beta,0,1,0,1,en-us,2015-12-11 15:53:49,5,google,43,0,43.0,0
nightly,0,0,0,1,en-us,2015-12-11 16:03:37,5,google,45,0,45.0a1,0
release,0,1,1,1,en-us,2015-12-11 16:29:11,5,ddg,42,1,42.0,0
beta,0,1,1,1,en-us,2015-12-11 16:42:36,5,google,43,1,43.0,0
nightly,0,0,0,1,en-us,2015-12-11 17:09:49,5,google,45,0,45.0a1,0
aurora,0,1,1,1,en-us,2015-12-11 17:33:49,5,google,44,0,44.0a2,0
nightly,0,1,0,1,en-us,2015-12-11 18:04:44,5,google,45,1,45.0a1,0
aurora,0,0,0,1,en-us,2015-12-11 18:34:46,5,google,44,0,44.0a2,0
release,0,1,1,1,en-gb,2015-12-11 18:58:37,5,other,42,0,42.0,1
release,0,1,0,1,en-us,2015-12-11 19:30:22,5,google,42,0,42.0,0
release,0,1,1,1,en-us,2015-12-11 19:59:58,4,google,42,0,42.0,0
beta,0,0,0,1,en-us,2015-12-11 20:02:58,4,google,43,1,43.0,0
beta,0,1,0,1,en-us,2015-12-11 20:08:24,4,other,42,0,42.0,1
aurora,0,1,0,1,en-us,2015-12-11 20:26:48,5,google,44,0,44.0a2,0
release,0,1,0,1,en-us,2015-12-11 20:34:53,5,google,42,1,42.0,0
release,0,1,1,1,en-us,2015-12-11 20:50:10,4,google,42,0,42.0,0
aurora,0,0,1,0,en-us,2015-12-11 21:11:42,5,google,44,0,44.0a2,0
beta,0,1,0,1,en-us,2015-12-11 21:15:19,4,google,43,0,43.0,0
beta,0,1,0,0,en-us,2015-12-11 22:39:56,5,google,43,0,43.0,0
beta,0,1,0,1,en-us,2015-12-11 21:45:27,4,google,43,0,43.0,0
aurora,0,1,1,0,en-us,2015-12-11 21:50:59,5,google,44,1,44.0a2,0
release,0,1,1,1,en-us,2015-12-11 22:31:45,3,google,42,1,42.0,0
release,0,0,0,1,en-us,2015-12-11 22:32:39,5,google,42,1,42.0,0
beta,0,1,0,1,en-us,2015-12-12 06:09:52,5,other,41,0,41.0,1
release,0,1,0,0,en-us,2015-12-11 23:01:15,5,other,42,0,42.0,1
aurora,0,0,1,1,en-us,2015-12-11 23:08:28,5,google,44,0,44.0a2,0
release,0,1,1,1,en-us,2015-12-11 23:09:27,3,google,42,1,42.0,0
release,0,1,0,1,en-us,2015-12-11 23:10:54,5,google,42,1,42.0,0
release,0,0,0,1,en-us,2015-12-11 23:55:27,5,other,42,0,42.0,1
release,0,1,0,1,en-us,2015-12-12 00:15:02,5,other,42,0,42.0,1
release,0,1,0,1,en-us,2015-12-12 00:19:30,5,google,43,0,43.0,0
nightly,0,1,0,1,en-us,2015-12-12 00:44:49,4,google,45,1,45.0a1,0
beta,0,1,0,0,en-us,2015-12-12 01:03:30,5,other,40,0,40.0,1
aurora,0,0,0,1,en-us,2015-12-12 01:10:02,5,google,44,0,44.0a2,0
release,0,1,0,1,en-us,2015-12-12 01:08:45,4,google,42,0,42.0,0
beta,0,0,0,1,en-us,2015-12-12 01:13:33,1,google,43,0,43.0,0
beta,0,0,0,1,en-us,2015-12-12 01:35:36,5,google,40,0,40.0,0
nightly,0,1,0,1,en-us,2015-12-12 02:00:48,4,google,45,0,45.0a1,0
release,0,0,0,1,en-us,2015-12-12 02:58:37,5,google,42,0,42.0,0
aurora,0,0,1,1,en-us,2015-12-12 03:36:33,5,google,44,1,44.0a2,0
release,0,0,0,1,en-us,2015-12-12 03:51:35,2,other,42,0,42.0,1
beta,0,1,0,0,en-us,2015-12-12 03:59:25,4,google,40,1,40.0,0
release,0,0,0,1,en-us,2015-12-12 04:24:46,5,google,42,0,42.0,0
release,0,1,0,1,en-us,2015-12-12 05:14:04,5,google,42,1,42.0,0
aurora,0,0,1,1,en-us,2015-12-12 05:24:43,5,google,44,0,44.0a2,0
release,0,1,1,1,en-us,2015-12-12 06:29:13,4,ddg,42,1,42.0,0
release,0,1,1,1,en-us,2015-12-12 06:31:52,4,other,42,0,42.0,1
release,0,1,0,1,en-us,2015-12-12 06:42:23,5,google,42,0,42.0,0
release,0,1,0,1,en-us,2015-12-12 06:42:28,5,google,42,0,42.0,0
aurora,0,0,1,1,en-us,2015-12-12 06:50:52,4,google,44,0,44.0a2,0
release,0,1,0,1,en-us,2015-12-12 07:08:21,4,google,42,0,42.0,0
release,0,1,1,1,en-us,2015-12-12 07:36:45,5,google,42,1,42.0,0
aurora,0,0,0,1,en-us,2015-12-12 07:39:33,5,google,44,1,44.0a2,0
release,0,1,0,1,en-us,2015-12-12 07:39:42,5,other,42,0,42.0,1
beta,0,1,0,1,en-us,2015-12-12 07:56:07,5,google,43,0,43.0,0
beta,0,0,0,1,en-us,2015-12-12 09:23:29,5,google,40,0,40.0,0
aurora,0,0,0,1,en-us,2015-12-12 08:32:25,4,google,44,1,44.0a2,0
release,0,1,0,1,en-us,2015-12-12 08:50:41,3,other,42,1,42.0,1
nightly,0,1,1,1,en-us,2015-12-12 09:10:27,4,google,45,0,45.0a1,0
beta,0,1,0,1,en-gb,2015-12-12 09:24:38,1,other,40,0,40.0,1
release,0,1,1,1,en-us,2015-12-12 09:26:01,4,ddg,42,1,42.0,0
aurora,0,1,0,1,en-us,2015-12-12 09:54:07,5,google,44,0,44.0a2,0
nightly,0,1,0,1,en-us,2015-12-12 09:54:25,5,google,45,0,45.0a1,0
aurora,0,0,1,0,en-us,2015-12-12 10:47:44,5,google,44,0,44.0a2,0
nightly,0,0,0,1,en-us,2015-12-12 10:26:15,3,google,45,1,45.0a1,0
beta,0,1,0,1,en-us,2015-12-12 10:29:49,5,google,43,1,43.0,0
beta,0,1,1,1,en-us,2015-12-12 10:56:31,5,other,43,1,43.0,1
nightly,0,1,0,1,en-us,2015-12-12 10:54:18,5,google,45,0,45.0a1,0
release,0,1,0,1,en-us,2015-12-12 11:59:01,5,google,42,0,42.0,0
release,0,1,0,1,en-us,2015-12-12 12:08:40,1,other,42,1,42.0,1
aurora,0,1,0,0,en-us,2015-12-12 12:22:30,4,other,43,0,43.0a2,1
beta,0,1,0,1,en-us,2015-12-12 12:42:39,5,google,43,0,43.0,0
release,0,1,0,1,en-gb,2015-12-12 12:46:15,5,google,42,1,42.0,0
release,0,1,0,1,en-us,2015-12-12 12:47:22,5,google,42,0,42.0,0
release,0,1,0,1,en-us,2015-12-12 12:56:39,5,google,42,1,42.0,0
release,0,1,0,1,en-us,2015-12-12 12:57:01,4,google,42,0,42.0,0
release,0,0,0,1,en-us,2015-12-12 13:00:26,5,other,42,1,42.0,1
aurora,0,0,0,1,en-gb,2015-12-12 13:02:20,4,google,44,1,44.0a2,0
beta,0,1,0,1,en-us,2015-12-12 13:13:54,4,other,43,1,43.0,1
release,0,1,1,0,en-us,2015-12-12 13:14:14,5,yahoo,42,1,42.0,0
nightly,0,0,1,0,en-us,2015-12-12 13:27:52,5,google,45,1,45.0a1,0
aurora,0,0,0,1,en-us,2015-12-12 13:52:41,5,google,44,0,44.0a2,0
beta,0,1,0,1,en-us,2015-12-12 13:46:08,5,google,41,0,41.0,0
release,0,0,1,1,en-us,2015-12-12 14:24:49,3,google,42,1,42.0,0
nightly,0,0,0,1,en-us,2015-12-12 14:39:18,5,google,45,0,45.0a1,0
nightly,0,0,0,1,en-us,2015-12-12 14:47:08,5,google,45,0,45.0a1,0
release,0,0,0,1,en-us,2015-12-12 17:09:47,4,google,42,1,42.0,0
nightly,0,1,0,0,en-us,2015-12-12 17:11:57,2,other,45,0,45.0a1,1
aurora,0,1,0,1,en-us,2015-12-12 17:11:57,5,google,44,0,44.0a2,0
release,0,0,0,1,en-us,2015-12-12 17:13:47,3,yahoo,42,1,42.0,0
release,0,1,0,1,en-us,2015-12-12 17:14:11,5,google,42,0,42.0,0
aurora,0,0,0,1,en-us,2015-12-12 17:28:49,5,yahoo,44,1,44.0a2,0
release,0,1,1,1,en-us,2015-12-12 17:37:11,4,google,42,0,42.0,0
release,0,1,1,1,en-us,2015-12-12 18:10:31,4,ddg,42,1,42.0,0
beta,0,1,0,1,en-us,2015-12-12 18:46:12,5,google,42,0,42.0,0
release,0,1,1,1,en-us,2015-12-12 18:49:00,5,google,42,0,42.0,0
release,0,1,0,1,en-us,2015-12-12 18:53:45,3,google,42,1,42.0,0
aurora,0,0,0,1,en-us,2015-12-12 19:03:30,5,google,43,0,43.0a2,0
nightly,0,1,0,1,en-us,2015-12-12 19:06:35,5,google,45,0,45.0a1,0
nightly,0,1,1,1,en-us,2015-12-12 20:38:28,5,google,45,0,45.0a1,0
nightly,0,0,1,1,en-us,2015-12-12 21:04:18,5,google,45,1,45.0a1,0
release,0,0,0,1,en-us,2015-12-12 21:15:38,3,google,42,0,42.0,0
release,0,1,0,1,en-us,2015-12-12 21:19:11,5,other,42,1,42.0,1
release,0,0,1,1,en-us,2015-12-12 21:35:06,5,google,42,1,42.0,0
release,0,1,0,1,en-us,2015-12-12 21:45:41,5,google,42,0,42.0,0
nightly,0,0,1,1,en-us,2015-12-12 22:22:00,5,google,45,0,45.0a1,0
